"","artist_name","artist_id","album_id","album_type","album_images","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","artists","available_markets","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"1","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.631","0.832","1","-4.349","0","0.0856","0.091","0","0.109","0.628","130.022","6pfTaKhyR5Bj2flqW78idC","https://api.spotify.com/v1/audio-analysis/6pfTaKhyR5Bj2flqW78idC","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","199958","FALSE","https://api.spotify.com/v1/tracks/6pfTaKhyR5Bj2flqW78idC","FALSE","All Day All Night","https://p.scdn.co/mp3-preview/928747557fe695e89de9e75aa2417df50cb4ef78?cid=90a42bba87e44d51ac993868865a56bd","1","track","spotify:track:6pfTaKhyR5Bj2flqW78idC","https://open.spotify.com/track/6pfTaKhyR5Bj2flqW78idC","'The Story of Light' Epilogue - The 6th Album","C#","minor","C# minor"
"2","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.679","0.829","10","-5.166","0","0.072","0.0251","0","0.068","0.604","97.043","6mI6dpwRDteVr3ZQsDeD6e","https://api.spotify.com/v1/audio-analysis/6mI6dpwRDteVr3ZQsDeD6e","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","188678","FALSE","https://api.spotify.com/v1/tracks/6mI6dpwRDteVr3ZQsDeD6e","FALSE","Countless","https://p.scdn.co/mp3-preview/30bddc20bfd5ab058c84e9202231f1bd1545f43e?cid=90a42bba87e44d51ac993868865a56bd","2","track","spotify:track:6mI6dpwRDteVr3ZQsDeD6e","https://open.spotify.com/track/6mI6dpwRDteVr3ZQsDeD6e","'The Story of Light' Epilogue - The 6th Album","A#","minor","A# minor"
"3","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.678","0.809","8","-4.162","1","0.0598","0.0383","0","0.243","0.561","119.979","3mjfQvA5gAV6XnH0ZWnIyI","https://api.spotify.com/v1/audio-analysis/3mjfQvA5gAV6XnH0ZWnIyI","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","223514","FALSE","https://api.spotify.com/v1/tracks/3mjfQvA5gAV6XnH0ZWnIyI","FALSE","Good Evening","https://p.scdn.co/mp3-preview/ba66435296fabb745df253eb5827653e8f4213e4?cid=90a42bba87e44d51ac993868865a56bd","3","track","spotify:track:3mjfQvA5gAV6XnH0ZWnIyI","https://open.spotify.com/track/3mjfQvA5gAV6XnH0ZWnIyI","'The Story of Light' Epilogue - The 6th Album","G#","major","G# major"
"4","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.418","0.797","6","-3.811","1","0.204","0.134","0","0.122","0.484","88.096","3sIUNOTIvP0AfuKrT3y0l9","https://api.spotify.com/v1/audio-analysis/3sIUNOTIvP0AfuKrT3y0l9","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","216219","FALSE","https://api.spotify.com/v1/tracks/3sIUNOTIvP0AfuKrT3y0l9","FALSE","Chemistry","https://p.scdn.co/mp3-preview/67614ad71deef39b7ff8b287238b591168bdbfae?cid=90a42bba87e44d51ac993868865a56bd","4","track","spotify:track:3sIUNOTIvP0AfuKrT3y0l9","https://open.spotify.com/track/3sIUNOTIvP0AfuKrT3y0l9","'The Story of Light' Epilogue - The 6th Album","F#","major","F# major"
"5","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.722","0.643","6","-4.243","0","0.12","0.171","0","0.229","0.721","105.906","492SFpum5vh5ZKDP5WAIQk","https://api.spotify.com/v1/audio-analysis/492SFpum5vh5ZKDP5WAIQk","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","203902","FALSE","https://api.spotify.com/v1/tracks/492SFpum5vh5ZKDP5WAIQk","FALSE","Electric","https://p.scdn.co/mp3-preview/2b506d02df8b4330716d25ed4eafe1536e474589?cid=90a42bba87e44d51ac993868865a56bd","5","track","spotify:track:492SFpum5vh5ZKDP5WAIQk","https://open.spotify.com/track/492SFpum5vh5ZKDP5WAIQk","'The Story of Light' Epilogue - The 6th Album","F#","minor","F# minor"
"6","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.367","0.761","5","-4.249","1","0.117","0.0955","0","0.0886","0.344","92.927","4uNSdLUVrv4BN1S9D8NTDz","https://api.spotify.com/v1/audio-analysis/4uNSdLUVrv4BN1S9D8NTDz","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","231177","FALSE","https://api.spotify.com/v1/tracks/4uNSdLUVrv4BN1S9D8NTDz","FALSE","Who Waits For Love","https://p.scdn.co/mp3-preview/686b438324df36bda5c31309ac7473b0559561ed?cid=90a42bba87e44d51ac993868865a56bd","6","track","spotify:track:4uNSdLUVrv4BN1S9D8NTDz","https://open.spotify.com/track/4uNSdLUVrv4BN1S9D8NTDz","'The Story of Light' Epilogue - The 6th Album","F","major","F major"
"7","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.674","0.752","5","-4.657","0","0.0326","0.295","0","0.164","0.348","107.021","2QqH85XScNQ3dXabg3NZE5","https://api.spotify.com/v1/audio-analysis/2QqH85XScNQ3dXabg3NZE5","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","239721","FALSE","https://api.spotify.com/v1/tracks/2QqH85XScNQ3dXabg3NZE5","FALSE","Our Page","https://p.scdn.co/mp3-preview/f0129a85a75974f6fb111b3de1e9a3ee6704ed72?cid=90a42bba87e44d51ac993868865a56bd","7","track","spotify:track:2QqH85XScNQ3dXabg3NZE5","https://open.spotify.com/track/2QqH85XScNQ3dXabg3NZE5","'The Story of Light' Epilogue - The 6th Album","F","minor","F minor"
"8","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.314","0.368","4","-6.416","1","0.0313","0.782","0","0.102","0.29","99.583","6bDGCPL7W0c3C0O9E7QKOb","https://api.spotify.com/v1/audio-analysis/6bDGCPL7W0c3C0O9E7QKOb","3","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","190418","FALSE","https://api.spotify.com/v1/tracks/6bDGCPL7W0c3C0O9E7QKOb","FALSE","I Say","https://p.scdn.co/mp3-preview/5ce3f1c80129d9c72b923eeddfc8a4ac7c3d9090?cid=90a42bba87e44d51ac993868865a56bd","8","track","spotify:track:6bDGCPL7W0c3C0O9E7QKOb","https://open.spotify.com/track/6bDGCPL7W0c3C0O9E7QKOb","'The Story of Light' Epilogue - The 6th Album","E","major","E major"
"9","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.576","0.782","1","-5.762","0","0.19","0.0556","0","0.0638","0.73","91.27","18BTIUm7Y9toOJG2UklPeG","https://api.spotify.com/v1/audio-analysis/18BTIUm7Y9toOJG2UklPeG","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","185143","FALSE","https://api.spotify.com/v1/tracks/18BTIUm7Y9toOJG2UklPeG","FALSE","Retro","https://p.scdn.co/mp3-preview/c2517e5ce8112747c92f37a572ceb80afad9e0a0?cid=90a42bba87e44d51ac993868865a56bd","9","track","spotify:track:18BTIUm7Y9toOJG2UklPeG","https://open.spotify.com/track/18BTIUm7Y9toOJG2UklPeG","'The Story of Light' Epilogue - The 6th Album","C#","minor","C# minor"
"10","SHINee","2hRQKC0gqlZGPrmUKbcchR","0myFUTLsIg4SKyAanKrM3f","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/e70be91ace279434e359ee51d036e6cd2ed8d6c1"", ""https://i.scdn.co/image/9c2e06137d77ce83c3740a00e6e8a656a5a22fd5"", ""https://i.scdn.co/image/2752682559b82f7f2291ad911495d96e37dbb3cc""), width = c(640, 300, 64))","2018-09-10","2018","day","0.774","0.735","0","-4.141","0","0.174","0.0608","0","0.128","0.769","109.984","4vyX2aMk1HygUxzxHHOSo0","https://api.spotify.com/v1/audio-analysis/4vyX2aMk1HygUxzxHHOSo0","4","list(href = ""https://api.spotify.com/v1/artists/2hRQKC0gqlZGPrmUKbcchR"", id = ""2hRQKC0gqlZGPrmUKbcchR"", name = ""SHINee"", type = ""artist"", uri = ""spotify:artist:2hRQKC0gqlZGPrmUKbcchR"", external_urls.spotify = ""https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR"")","c(""AD"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""EC"", ""EE"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JP"", ""LI"", ""LT"", ""LU"", ""LV"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""PA"", ""PE"", ""PH"", ""PL"", ""PT"", ""PY"", ""RO"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","188739","FALSE","https://api.spotify.com/v1/tracks/4vyX2aMk1HygUxzxHHOSo0","FALSE","Drive","https://p.scdn.co/mp3-preview/5ce2da7945321719b199d6f14ec1f624dbfb047f?cid=90a42bba87e44d51ac993868865a56bd","10","track","spotify:track:4vyX2aMk1HygUxzxHHOSo0","https://open.spotify.com/track/4vyX2aMk1HygUxzxHHOSo0","'The Story of Light' Epilogue - The 6th Album","C","minor","C minor"
